ID,B,Br_1,Br_1,C_1,C_2,C_3,C_4,Cl_1,Cl_2,Cl_3,F_1,F_2,H_1,H_2,I_1,I_2,I_3,N_1,N_2,N_3,N_4,O_1,O_2,O_3,P_1,P_2,P_3,S_1,S_2,S_3,S_4,Si_1,Si_2
gmof_AlO6-pcn6_B_No13,0,0,0,0,0,0,0,0,0,0,0,0,0,493.37,0,0,0,108.616,27.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core_NEXVET_freeONLY,0,0,0,0,1670.445,0,556.815,0,0,0,0,0,1409.2,0,0,0,0,0,0,0,0,11.975,143.695,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o10_pcu_sym_9,0,0,0,120.219,841.535,601.097,240.439,0,0,0,0,0,2130.53,0,0,0,0,0,0.26,0,0,0,120.91,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No63,0,0,253.7,0,516.647,198.71,238.452,0,1006.81,0,0,0,132.39,0,0,0,0,0,0,0,0,6.095,73.135,0,0,0,0,0,721.96,0,0,0,0
gmof_AlO6-mof177_No8,0,0,0,0,3.693,3.693,0.923,0,920.1,0,0,0,110.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No346,0,0,0,0,630.307,78.788,236.365,0,0,0,0,265.2,341.353,170.677,0,0,0,0,0,0,0,42.329,761.921,0,0,0,0,0,474.8,0,237.4,0,0
MOF-5_cooh_2_16_4,0,0,0,0,795.26,0,795.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.27,1395.24,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No605,0,0,0,0,388.681,111.052,166.577,0,645.361,148.929,0,0,1.27,1.27,0,0,0,0,0,0,0,40.838,735.092,0,0,0,0,0,375.573,0,187.787,0,0
boydwoo_str_m1_o12_o18_pcu_sym_123,0,0,0,0,1152.748,512.332,384.249,0,0,0,0,281.5,1554.14,0,0,0,0,0,0,0,0,40.722,488.668,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_217_2,0,0,0,0,0,628.9,314.45,0,0,0,0,0,994.19,0,0,0,0,0,996.99,0,0,64.616,775.394,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-DPAC_No18,0,0,0,0,3.824,42.066,0,0,0,0,0,0,0,0,0,0,0,0,31.107,0,62.213,0,0,984.33,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No35,0,0,0,0,645.371,184.392,276.587,0,1127.37,0,0,0,249.7,0,0,0,0,0,0,0,0,7.057,84.683,0,0,0,0,0,828.49,0,0,0,0
boydwoo_str_m5_Al_o13_o27_sra_sym_30,0,0,0,0,273.89,143.792,54.778,0,0,0,0,0,648.715,204.225,0,0,0,0,222.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco_SR_flt_v1-3c_triazine_Ch_v2-8c_Zr_1_Ch_1DoU_Ch_1TrU_Ch_2x2x1,0,0,0,0,551.585,0,551.585,0,0,0,0,0,431.02,431.02,0,0,0,0,552.88,0,0,209.326,252.634,0,0,0,0,0,0,0,0,0,0
APUVIS_FSR,0,130.71,0,0,138.938,79.393,19.848,0,0,0,0,0,495.708,30.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_2860_1,0,0,0,240.601,721.804,481.203,240.601,0,0,0,0,0,2278.81,0,0,0,0,0,0.16,0,0,39.867,598.013,0,0,0,0,0,0,0,0,0,0
core_TAQGEZ_freeONLY,0,0,0,0,558.61,558.61,0,322.95,0,0,0,0,76.46,0,0,0,0,0,242.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No334,0,0,0,0,603.009,172.288,258.433,0,0,0,0,336.29,325.05,0,0,0,0,0,0,0,13.46,52.601,631.207,210.402,0,0,0,0,825.75,0,0,0,0
boydwoo_str_m3_o12_o17_pcu_sym_72,0,0,0,0,686.64,572.2,228.88,0,318.14,318.14,0,0,316.61,0,0,0,0,0,0,0,0,0,93.23,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o11_pcu_sym_119,0,0,0,119.329,835.301,477.315,357.986,0,0,0,0,0,1535.907,767.953,0,0,0,69.687,34.843,0,0,0,53.25,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No212,0,0,0,0,661.325,132.265,264.53,0,238.28,0,0,0,411.18,0,0,0,0,0,0,0,14.9,52.625,631.496,210.499,0,0,0,0,816.49,0,0,0,0
boydwoo_str_m1_o1_o3_pcu_sym_92,0,0,0,0,1243.293,310.823,310.823,0,0,0,0,0,1700.073,850.037,0,0,0,224.53,0,0,0,18.181,218.169,0,0,0,0,0,0,0,0,0,0
KARMAT_FSR,0,0,0,0,1245.619,519.008,207.603,0,0,0,0,0,1380.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof16_B-irmof20_B_No193,0,0,0,0,316.435,158.218,158.218,0,0,0,0,377.1,0,38.61,0,0,0,0,0,0,0,2.4,9.6,0,0,0,0,0,430.05,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No332,0,0,0,0,672.74,162.385,278.375,0,0,0,0,158.85,436.53,0,0,0,0,0,0,0,12.38,54.639,655.666,218.555,0,0,0,0,851.05,0,0,0,0
boydwoo_str_m3_o2_o12_pcu_sym_152,0,0,0,0,1302.204,434.068,434.068,0,0,0,0,0,1577.241,175.249,0,0,0,0,0.25,0,0,0,485.39,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o11_o20_sra_sym_139,0,0,0,78.118,781.176,703.058,703.058,0,0,0,0,0,101.092,141.528,0,0,0,0,0,0,0,61.368,306.842,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o16_o18_pcu_sym_212,0,0,0,0,1379.899,608.779,243.512,0,0,0,0,0,1999.83,0,0,0,0,0,0,0,0,19.006,228.074,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o11_o20_sra_sym_133,0,0,563.33,0,599.139,449.354,399.426,0,0,0,0,0,73.383,58.707,0,0,0,0,0,0,0,29.709,118.834,7.427,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o5_o24_pcu_sym_24,0,0,0,0,845.607,0,422.803,0,0,0,0,0,1264.66,0,0,0,0,0,0,0,0,73.893,886.717,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o11_o20_sra_sym_26,0,0,0,0,811.624,541.083,541.083,0,131.82,0,0,0,67.1,53.68,0,0,0,0,0,0,0,85.232,340.927,85.232,0,0,0,0,0,0,0,0,0
OTECEX_FSR,0,0,0,0,1095.531,365.177,243.451,0,0,0,0,0,1348.924,168.616,0,0,0,0,0,0,0,31.72,126.88,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No572,0,0,0,0,703.275,140.655,281.31,0,0,0,0,0,359.067,71.813,0,0,0,0,0,0,13.55,61.075,793.975,244.3,0,0,0,0,863.73,0,0,0,0
boydwoo_str_m1_o1_o27_pcu_sym_38,0,0,0,0,1192.156,433.511,325.133,0,0,0,0,0,2038.49,0,0,0,0,0,246.71,0,0,28.341,340.094,113.365,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o25_pcu_sym_8,0,0,0,51.212,614.549,384.093,102.425,0,0,0,0,0,3585.57,0,0,0,0,0,726.28,0,0,0,298.57,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_239_2,0,0,0,0,1176.093,0,588.047,0,0,0,0,0,1555.36,0,0,0,0,0,0,0,0,64.785,777.425,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_2738_1,0,0,0,0,1195.343,512.29,341.527,0,0,0,0,0,1791.26,0,0,0,0,0,0,18.24,0,43.18,647.7,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o22_pcu_sym_108,0,0,0,0,542.449,306.602,94.339,0,0,0,0,0,2193.3,0,0,0,0,0,0.21,0,0,0,24.224,6.056,0,0,0,0,0,0,0,0,0
MIBQAR01_FSR,0,0,0,0,1657.163,0,552.388,0,0,0,0,0,1400.88,0,0,0,0,0,0,0,0,14.072,168.858,0,0,0,0,0,0,0,0,0,0
NOPCIH_FSR,0,0,0,0,463.682,84.306,168.612,0,0,0,0,0,105.48,0,0,0,0,0,0,0,0,7.359,9.811,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o7_o9_pcu_sym_256,0,0,0,0,310.955,274.372,36.583,0,0,0,0,0,1027.32,0,0,0,0,0,820.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o2_o3_sra_sym_112,0,0,0,0,79.545,90.908,22.727,0,811.43,0,0,0,144.608,28.922,0,0,0,0,0,0,8.11,44.744,178.978,178.978,0,0,0,0,0,0,0,0,0
SERKAC_FSR,0,0,0,0,150.531,100.354,100.354,0,0,0,0,0,0,0,0,0,0,0,292.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No2,0,0,472.72,0,80.415,48.249,32.166,0,0,0,0,0,146.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o1_o11_pcu_sym_211,0,0,0,0,1406.226,87.889,527.335,0,0,0,0,229.83,1327.53,0,0,0,0,0,0,0,0,17.006,204.074,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_993_2,0,0,0,0,495.517,495.517,495.517,0,0,0,0,0,664.15,0,0,0,0,0,1046.11,0,0,27.431,329.169,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_251_3,0,0,0,0,817.753,545.169,545.169,0,0,0,0,0,1095.14,0,0,0,0,0,425.26,0,0,20.144,241.726,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o4_o20_sra_sym_141,0,0,0,0,419.967,524.958,314.975,0,251.69,0,0,479.47,18.51,18.51,0,0,0,0,0,0,0,3.94,15.76,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No590,0,0,531.35,0,563.284,160.938,241.407,0,0,0,0,0,266.192,53.238,0,0,0,0,0,0,0,33.03,495.45,0,0,0,0,0,606.96,0,151.74,0,0
boydwoo_str_m1_o14_o19_pcu_sym_88,0,0,0,0,686.751,490.537,294.322,0,108.61,0,0,0,940.52,0,0,0,0,0,0,0,0,43.28,519.36,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No172,0,0,531.16,0,493.895,246.947,246.947,0,466.84,0,0,0,252.69,0,0,0,0,0,0,0,0,7.485,89.825,0,0,0,0,0,786.79,0,0,0,0
tobacco_SR_rtl_v1-3c_pyrrole_Ch_v2-6c_Hf_1_Ch_1TrU_Ch_2x2x2,0,0,0,0,355.627,152.412,152.412,0,0,0,0,0,94.282,518.548,0,0,0,0,0,7.27,0,210.07,238.08,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof16_B-irmof20_B_No344,0,0,0,0,291.645,97.215,129.62,0,373.88,0,0,0,68.09,68.09,0,0,0,0,0,0,0,1.816,7.264,0,0,0,0,0,409.6,0,0,0,0
boydwoo_str_m1_o1_o22_pcu_sym_203,0,0,0,0,433.024,50.944,152.832,0,0,0,0,0,711.72,0,0,344.54,344.54,0,0,0,0,8.169,98.031,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No232,0,0,470.39,0,448.366,128.105,256.209,0,0,0,0,0,281.907,140.953,0,0,0,0,0,0,0,36.156,578.504,0,0,0,0,0,704.17,0,0,0,0
MOYYIJ_FSR,0,0,0,0,521.243,104.249,104.249,0,0,0,0,0,770.488,192.622,0,0,0,0,0,0,0,0,306.8,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof16_B-irmof20_B_No367,0,0,0,0,273.08,136.54,136.54,0,0,0,0,0,0,110.37,0,0,0,0,0,0,0,42.951,193.281,64.427,0,0,0,0,563.52,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No272,0,0,0,0,633.85,79.231,277.309,0,0,0,0,0,409.067,81.813,0,0,0,0,0,0,11.98,60.327,844.583,241.309,0,0,0,0,768.08,0,0,0,0
boydwoo_str_m1_o12_o12_pcu_sym_174,0,0,0,83.5,167,417.5,250.5,0,0,0,0,0,202.72,202.72,0,0,0,0,968.31,0,0,60.529,968.461,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No292,0,0,583.04,0,534.58,267.29,267.29,0,0,0,0,314.87,307.37,0,0,0,0,0,0,0,0,8.139,97.671,0,0,0,0,0,850.29,0,0,0,0
boydwoo_str_m1_o1_o17_pcu_sym_70,0,0,0,0,743.616,473.21,202.804,0,0,0,0,0,1034.09,0,0,0,0,0,933.14,0,0,14.615,175.384,58.461,0,0,0,0,0,0,0,0,0
DIDDOK_FSR,0,0,0,0,1604.473,617.105,246.842,0,0,0,0,0,1833.88,0,0,0,0,0,0,0,0,0,171.104,42.776,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No472,0,0,486.73,0,423.39,211.695,211.695,0,0,0,0,0,240.06,0,0,0,0,0,0,0,0.19,44.451,533.414,177.805,0,0,0,0,723.82,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No170,0,0,575.33,0,593.997,228.46,274.152,0,226.73,0,0,0,382.61,0,0,0,0,0,0,0,0,8.402,100.828,0,0,0,0,0,841.22,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No530,0,0,604.1,0,617.885,237.648,285.178,0,0,0,0,0,338.358,67.672,0,0,0,0,0,0,0,19.248,250.222,0,0,0,0,0,875.78,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No30,0,0,629.72,0,707.793,202.227,303.34,0,0,0,0,0,487.61,0,0,0,0,0,0,0,0,9.006,108.074,0,0,0,0,0,910.64,0,0,0,0
KUTNIY_FSR,0,0,0,0,806.442,537.628,179.209,0,0,0,0,0,1060.96,0,0,0,0,0,520.83,0,0,0,51.52,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No327,0,0,0,0,583.34,291.67,291.67,0,0,0,0,182,209.425,558.465,0,0,0,457.51,0,0,0,8.298,99.572,0,0,0,0,0,928.56,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No207,0,0,0,0,606.298,233.192,279.83,0,276.82,0,0,0,199.034,530.756,0,0,0,437.39,0,0,0,7.931,95.169,0,0,0,0,0,887.11,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No209,0,0,0,0,501.185,250.593,250.593,0,542.42,0,0,0,114.568,458.272,0,0,0,409.93,0,0,0,7.024,84.286,0,0,0,0,0,816.61,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No87,0,0,292.39,0,577.14,221.977,266.373,0,0,0,0,0,187.86,500.96,0,0,0,422.95,0,0,0,7.506,90.074,0,0,0,0,0,839.32,0,0,0,0
boydwoo_str_m3_o7_o22_pcu_sym_130,0,0,0,162.234,594.858,432.624,162.234,0,0,0,0,0,2206.38,0,0,0,0,0,0.17,0,0,0,39.589,29.691,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof8_A-pmof1_A_No23,0,0,0,0,825.581,437.072,97.127,0,0,0,0,0,1306.226,186.604,0,0,0,0,126.19,0,0,0,698.2,0,0,0,0,0,0,0,9.06,0,0
boydwoo_str_m3_o25_o26_pcu_sym_66,0,0,0,0,43.368,24.512,33.94,0,0,0,0,0,0,745.19,0,0,0,0,2.3,0,0,0,2485.56,0,0,0,0,0,0,0,0,0,0
QUDDAX_FSR,0,0,0,0,503.698,287.828,143.914,0,0,0,0,0,792.312,113.188,0,0,0,0,0,0,0,11.238,44.952,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o19_sra_sym_56,0,0,0,0,1239.755,688.753,551.002,0,0,0,0,267.9,245.772,163.848,0,0,0,0,0,0,0,13.362,53.448,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o16_o26_sra_sym_45,0,0,235.06,0,225.281,125.156,50.062,0,0,0,0,0,294.166,42.024,0,119.02,119.02,0,0,0,0,0.186,0.744,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o21_o28_pcu_sym_9,0,0,0,0,1153.146,576.573,329.47,0,0,0,0,0,2436.09,0,0,0,0,0,13.04,0,0,0,660.533,220.178,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o25_sra_sym_98,0,0,0,0,591.782,321.253,135.265,0,0,0,0,0,1067.25,142.3,0,0,0,0,0,0,0,49.52,198.08,99.04,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o12_o21_pcu_sym_2,0,0,977.61,0,370.107,201.877,201.877,0,0,0,0,0,791.99,0,0,0,0,0,0,0,0,26.766,321.195,80.299,0,0,0,0,0,0,0,0,0
core_HOZFEJ_freeONLY,0,0,0,0,127.1,25.42,50.84,0,0,0,0,0,296.838,123.682,0,0,0,0,0,0,0,0,123.88,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-pcn6_A_No7,0,0,0,0,65.77,49.328,16.442,0,0,0,0,0,458.934,305.956,0,0,0,131.545,131.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o27_pcu_sym_81,0,0,0,0,1244.581,580.805,165.944,0,0,0,0,0,1644.55,0,0,0,0,0,304.6,0,0,0,30.47,0,0,0,0,0,0,0,0,0,0
SOHGUS_FSR,0,0,0,0,1521.933,304.387,0,0,0,0,0,0,400.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No3,0,0,349.74,0,39.56,39.56,19.78,0,0,0,0,0,50.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o17_o29_pcu_sym_112,0,0,0,0,853.353,568.902,142.225,0,0,0,0,0,2646.18,0,0,0,0,0,0.77,0,0,0,420.533,210.267,0,0,0,0,0,0,0,0,0
QUPZIM01_FSR,0,0,0,0,783.6,156.72,0,0,0,0,0,0,842.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o8_o16_sra_sym_54,0,0,0,0,282.342,149.475,66.433,0,477.75,0,0,0,503.203,83.867,0,0,0,0,86.81,0,0,0.388,1.552,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof10_B-irmof20_B_No268,0,0,0,0,600.829,171.665,171.665,0,233.82,0,0,0,142.291,81.309,0,0,0,0,0,0,0,37.365,186.825,0,0,0,0,0,258.96,0,0,0,0
XALMOO_FSR,0,0,0,0,1528.753,873.573,218.393,0,0,0,0,0,1812.869,129.491,0,0,0,0,70.28,0,0,0,165.82,0,0,0,0,0,0,0,0,0,0
TIXKUI_FSR,0,0,0,0,763.583,555.333,138.833,0,0,0,0,0,818.331,62.949,0,0,0,0,0.21,0,0,6.091,48.729,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o16_o29_pcu_sym_227,0,0,0,0,911.732,495.506,158.562,0,0,0,0,0,2195.23,0,0,0,0,0,1.63,0,0,0,542.289,45.191,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o27_pcu_sym_281,0,0,0,0,198.699,147.422,25.639,0,1439.68,0,0,0,1099.21,0,0,0,0,0,185.38,0,0,0,32.19,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof10_B-irmof20_B_No20,0,0,0,0,804.936,229.982,229.982,0,0,0,0,0,89.693,44.847,0,0,0,0,0,0,0,44.082,176.327,44.082,0,0,0,0,210.9,0,0,0,0
boydwoo_str_m1_o11_o15_pcu_sym_102,0,0,0,0,606.108,242.443,207.809,0,0,0,0,0,1588.83,0,0,0,0,0,0,0,0,31.99,383.876,79.974,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o18_o18_pcu_sym_253,0,0,0,0,980.245,482.088,96.418,0,0,0,0,0,1503.24,0,0,0,0,0,189.85,0,0,9.362,112.348,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o19_sra_sym_21,0,0,0,0,1344.254,604.914,537.702,0,0,0,0,0,353.693,176.847,0,0,0,0,32.6,0,0,14.578,58.312,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mofHTB_No19,0,0,0,0,12.057,14.736,9.377,0,0,0,0,0,161.1,0,0,0,0,0,36.308,0,31.122,0,324.063,648.127,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o23_pcu_sym_32,0,0,0,112.61,168.916,213.96,45.044,0,1074.737,179.123,0,0,1086.85,0,0,0,0,0,0,0,0,0,36.97,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o21_o25_pcu_sym_1,0,0,0,0,1950.695,433.488,433.488,0,0,0,0,0,2612.44,0,0,0,0,0,11.85,0,0,0,750.51,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o13_o27_sra_sym_16,0,0,318.58,0,71.19,53.932,17.258,0,0,0,0,0,244.877,26.473,0,0,0,0,130.63,0,0,1.175,4.699,2.937,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o21_o26_pcu_sym_84,0,0,0,0,901.906,237.344,379.75,0,0,0,0,0,1121.129,448.451,0,0,0,0,6.28,0,0,0,2223.37,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o25_pcu_sym_101,0,0,0,0,1098.084,577.939,115.588,0,988.75,0,0,0,1153.95,0,0,0,0,0,1.17,0,0,0,211.63,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o14_pcu_sym_196,0,0,0,0,922.672,461.336,276.802,0,0,0,0,0,1268.272,281.838,0,0,0,0,3.71,0,0,0,403.21,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o11_o15_pcu_sym_214,0,0,0,0,967.681,129.024,451.585,0,0,0,0,0,1294.911,99.609,0,0,0,0,0,0,0,55.391,775.479,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No11,0,0,0,0,199.565,199.565,0,0,0,0,35.64,0,113.64,0,0,0,0,0,0,0,0,0,0,1071.76,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No9,0,0,0,0,0,0,0,0,691.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No25,0,0,616.36,0,52.894,31.737,10.579,0,0,0,0,0,348.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o17_pcu_sym_195,0,0,0,0,665.739,443.826,88.765,0,0,0,0,0,1469.43,0,0,0,0,0,0,0,0,0,315.915,315.915,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o6_pcu_sym_177,0,0,0,0,708.969,330.852,94.529,0,0,0,0,0,2345.98,0,0,0,0,0,0,0,0,0,179.068,268.602,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o26_pcu_sym_145,0,0,0,0,1076.721,587.302,195.767,0,0,0,0,0,1830.75,0,0,0,0,0,2.21,0,0,0,554.792,138.698,0,0,0,0,0,0,0,0,0
QUQBAH_FSR,0,0,0,0,1449.683,289.937,0,0,0,0,0,0,427.15,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-pcn6_B_No12,0,0,0,0,1.294,1.725,0.431,0,0,0,0,0,226.857,453.713,0,0,0,173.427,86.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No32,0,0,0,0,0,0,0,0,655.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o26_pcu_sym_181,0,0,0,0,548.707,175.586,43.897,0,0,0,0,0,956.26,0,0,0,0,0,3.5,0,12.25,0,453.298,793.272,0,0,0,0,0,0,0,0,0
MOYMET_FSR,0,0,0,58.27,97.117,38.847,38.847,0,0,0,0,0,246.733,123.367,0,0,0,0,0,0,0,21.517,129.103,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_683_1,0,0,0,221.85,443.7,221.85,221.85,0,0,0,0,0,1027.54,0,0,0,0,0,0,0,0,8.38,100.56,0,0,0,0,0,1373.84,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No242,0,0,0,0,621.186,177.482,310.593,0,533.15,0,0,0,432.767,86.553,0,0,0,0,0,0,0,28.314,396.396,0,0,0,0,0,898.64,0,0,0,0
boydwoo_str_m3_o2_o11_pcu_sym_158,0,0,0,0,707.739,424.643,141.548,0,0,0,0,0,2265.111,141.569,0,0,0,0,42.11,0,0,0,55.54,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No9,0,0,0,0,80.53,26.843,53.687,0,0,0,0,0,49.713,24.857,0,0,0,0,0,0,0,0,292.9,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o14_o27_pcu_sym_101,0,0,0,0,567.475,397.233,170.243,0,0,0,0,0,412.992,578.188,0,0,0,311.765,311.765,0,0,27.458,439.335,54.917,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o27_pcu_sym_204,0,0,0,0,112.642,104.596,16.092,0,0,0,0,0,889.72,0,0,662.94,73.66,0,99.82,0,0,0,10.269,7.701,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o16_o28_pcu_sym_35,0,0,0,0,657.02,555.94,202.16,0,0,0,0,1011.38,738.51,0,0,0,0,0,2.1,0,0,0,627.11,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o18_sra_sym_26,0,0,0,0,224.909,89.963,29.988,0,127.88,0,0,0,631.987,42.133,0,0,0,0,0,0,0,9.967,39.87,29.902,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No182,0,0,0,0,651.397,250.537,300.645,0,825.73,0,0,0,425.79,0,0,0,0,0,0,0,0,9.264,111.166,0,0,0,0,0,943.33,0,0,0,0
gmof_Zn2O8N2-ADC_A-BDC_A_No817,0,0,0,0,297.13,495.217,99.043,0,0,0,0,0,188.489,1884.891,0,0,0,763.427,76.343,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-pcn6_B_No9,0,0,0,0,1.882,2.51,0.627,0,0,0,0,952.61,228.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o18_sra_sym_16,0,0,0,0,562.3,200.821,80.329,0,0,0,0,0,989.934,65.996,0,0,0,0,0,0,0,1.27,5.08,1.27,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No484,0,0,0,0,462.25,231.125,231.125,0,472.59,0,0,0,263.33,0,0,0,0,0,0,0,0.21,49.399,592.786,197.595,0,0,0,0,808.46,0,0,0,0
boydwoo_str_m3_o2_o8_pcu_sym_211,0,0,0,0,132.414,117.701,29.425,0,0,0,0,0,133.69,0,0,0,157.91,0,14.915,0,44.745,0,526.99,1580.97,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No19,0,0,0,0,427.818,106.954,178.257,0,0,0,0,0,1415.304,202.186,0,0,0,0,0,0,0,56.687,1133.733,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o17_o20_sra_sym_24,0,0,0,0,650.828,371.902,185.951,0,0,0,0,0,186.765,62.255,0,0,456.63,0,0,0,0,1.624,6.496,0,0,0,0,0,0,0,0,0,0
