ID,B,Br_1,Br_1,C_1,C_2,C_3,C_4,Cl_1,Cl_2,Cl_3,F_1,F_2,H_1,H_2,I_1,I_2,I_3,N_1,N_2,N_3,N_4,O_1,O_2,O_3,P_1,P_2,P_3,S_1,S_2,S_3,S_4,Si_1,Si_2
gmof_AlO6-PEDOT_A_No1,0,0,0,0,27.64,0,13.82,0,0,0,0,0,1008.41,0,0,0,0,0,0,0,0,0,8.88,0,0,0,0,0,525.91,0,0,0,0
gmof_AlO6-pcn6_B_No8,0,0,0,0,40.26,30.195,10.065,0,0,0,0,651.2,529.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o29_pcu_sym_33,0,0,0,0,1028.679,578.632,257.17,0,0,0,0,0,1401.734,107.826,0,0,0,0,1.53,0,0,0,1404.6,0,0,0,0,0,0,0,5.61,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No542,0,0,0,0,679.423,261.317,313.58,0,590.81,0,0,0,376.867,75.373,0,0,0,0,0,0,0,21.664,281.626,0,0,0,0,0,988.12,0,0,0,0
boydwoo_str_m1_o11_o24_pcu_sym_37,0,0,0,0,1023.23,78.71,472.26,0,0,0,0,309,1530.93,0,0,0,0,0,0,0,0,42.298,507.582,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-AZO_B-irmof20_B_No65,0,0,0,74.903,449.415,224.708,149.805,0,0,0,0,0,585.658,180.202,0,0,0,53.647,107.293,0,0,4.422,17.688,0,0,0,0,0,291.4,0,0,0,0
boydwoo_str_m5_Al_o21_o26_sra_sym_106,0,0,0,0,238.018,102.007,68.005,0,0,0,0,0,112.248,28.062,0,501.265,501.265,0,0,0,0,1.848,7.392,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No546,0,0,0,0,443.175,354.54,265.905,0,531.9,0,0,0,63.25,126.5,0,0,0,0,0,0,0,39.389,630.231,0,0,0,0,0,895.02,0,0,0,0
core_VACFUB01_freeONLY,0,0,0,0,129.767,194.65,64.883,0,0,0,0,0,194.29,0,0,0,0,0,0,0,0,0,170.16,0,0,0,0,0,0,0,0,0,0
core_IYUCIQ_freeONLY,0,0,0,0,570.442,137.693,236.045,0,0,0,0,0,492.76,0,0,0,0,0,504.25,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0
GASROK_FSR,0,0,0,0,175.659,100.377,25.094,0,0,0,0,0,272.367,17.023,0,0,0,19.848,59.544,0,19.848,0,0,0,0,0,0,0,0,0,0,0,0
SERCEZ_FSR,0,0,0,0,883.936,176.787,176.787,0,0,0,0,0,982.19,89.29,0,0,0,0,0,0,0,20.603,288.437,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-AZO_B-irmof20_B_No60,0,0,0,74.007,444.04,222.02,148.013,0,0,0,0,217.82,552.909,92.151,0,0,0,0,104.81,0,0,0,0,0,0,0,0,0,184.1,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No604,0,0,0,0,482.638,137.897,206.845,0,306.202,102.067,0,0,110,55,0,0,0,0,0,0,0,48.481,872.659,0,0,0,0,0,480.953,0,240.477,0,0
boydwoo_str_m5_Al_o6_o19_sra_sym_25,0,0,0,0,1215.26,703.572,511.688,0,0,0,0,0,457.673,152.558,0,0,0,0,0,0,0,13.385,53.542,6.693,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o20_sra_sym_55,0,0,0,0,430.496,430.496,172.198,0,0,0,0,487.03,0,18.2,0,0,555.75,0,0,0,0,4.302,17.208,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-ADC_No11,0,0,0,0,240.445,240.445,0,0,0,0,35.94,0,116.14,0,0,0,0,0,0,0,0,0,0,1149.6,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No236,0,0,0,24.12,844.206,96.481,337.683,0,0,0,0,0,862.354,78.396,0,0,0,0,0,0,0,29.746,416.444,0,0,0,0,0,922.6,0,0,0,0
boydwoo_str_m5_Al_o8_o16_sra_sym_98,0,0,0,0,434.346,182.883,91.441,0,339.64,0,0,0,602.552,112.978,0,0,0,0,73.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o27_pcu_sym_71,0,0,0,0,308.42,220.3,88.12,0,0,0,0,0,1836.245,183.625,0,0,0,0,159.82,0,0,0,657.314,492.986,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o26_pcu_sym_20,0,0,0,0,92.606,77.984,24.37,0,0,0,0,632.54,268.1,0,0,0,0,0,2.074,0,12.446,0,502.39,1507.17,0,0,0,0,0,0,0,0,0
tobacco_SR_flt_v1-3c_triazine_Ch_v2-8c_Hf_1_Ch_1TrU_Ch_2x2x1,0,0,0,0,538.51,0,538.51,0,0,0,0,0,0,410.08,0,0,0,0,621.55,0,0,153.064,255.106,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-AZO_A-irmof7_A_No517,0,0,0,0,679.355,452.903,226.452,0,0,0,0,0,1000.313,500.157,0,0,0,130.34,195.51,0,65.17,0,427.18,213.59,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o20_o25_sra_sym_138,0,0,0,0,807.529,807.529,430.682,0,571.73,0,0,0,0,121.74,0,0,0,0,0,0,0,30.589,168.241,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No37,0,0,0,0,412.367,206.183,123.71,0,0,0,0,0,1389.98,0,0,0,0,0,0,0,0.87,64.902,778.829,519.219,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o28_pcu_sym_76,0,0,0,0,1086.621,585.104,334.345,0,0,0,0,0,1576.469,286.631,0,0,0,42.073,84.147,0,0,0,854.84,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No58,0,0,556.5,0,705.342,176.335,264.503,0,0,0,0,0,610.72,0,0,0,0,0,0,0,0,6.98,83.76,0,0,0,0,0,822.97,0,0,0,0
boydwoo_str_m5_Al_o3_o6_sra_sym_152,0,0,0,0,451.143,451.143,100.254,0,0,0,0,229.87,851.435,65.495,0,0,0,0,0,0,0,0.426,1.703,0.851,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o13_sra_sym_84,0,0,0,36.528,694.03,182.639,200.903,0,0,0,0,0,606.003,146.277,0,0,0,0,0,0,0,52.098,286.542,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No538,0,0,0,0,854.615,213.654,320.481,0,0,0,0,0,646.767,129.353,0,0,0,0,0,0,0,31.905,446.675,0,0,0,0,0,993.24,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No298,0,0,0,0,855.065,213.766,320.649,0,0,0,0,359.78,786.67,0,0,0,0,0,0,0,0,8.412,100.948,0,0,0,0,0,995.35,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No32,0,0,0,0,656.756,328.378,197.027,0,0,0,0,0,1965.211,561.489,0,0,0,314.64,0,0,0,1.11,13.32,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o16_pcu_sym_251,0,0,0,0,602.494,451.87,100.416,0,0,0,0,0,1541.29,0,0,0,0,0,7.387,0,3.693,0,206.098,128.812,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No176,0,0,0,0,921.668,162.647,325.295,0,258.61,0,0,0,869.79,0,0,0,0,0,0,0,0,8.645,103.735,0,0,0,0,0,972.79,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No32,0,0,0,0,1087.719,120.858,362.573,0,0,0,0,0,1028.25,0,0,0,0,0,0,0,0,9.515,114.185,0,0,0,0,0,1073.26,0,0,0,0
gmof_CuN4-SiF6-DPAC_No21,0,0,0,0,192.19,192.19,0,0,0,0,1.23,0,24.705,8.235,0,0,0,0,0,0,0,0,1019.93,0,0,0,0,0,0,0,8.27,0,0
boydwoo_str_m1_o11_o24_pcu_sym_197,0,0,0,0,1119.706,39.99,479.874,0,0,0,0,0,1801.29,0,0,0,0,0,0,0,0,45.348,544.178,22.674,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No40,0,0,0,0,831.001,302.182,226.637,0,0,0,0,0,2208.037,147.202,0,0,0,0,0,0,0,26.212,366.968,0,0,0,0,0,0,0,0,0,0
tobacco_SR_flt_v1-3c_triazine_Ch_v2-8c_Zr_1_Ch_1TrU_Ch_2x2x1,0,0,0,0,703.455,0,703.455,0,0,0,0,0,0,533.14,0,0,0,0,795.83,0,0,249.146,300.694,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No296,0,0,0,0,907.028,226.757,340.135,0,0,0,0,173.65,914.55,0,0,0,0,0,0,0,0,9.345,112.135,0,0,0,0,0,1017.37,0,0,0,0
boydwoo_str_m5_Al_o7_o20_sra_sym_63,0,0,0,0,330.93,248.197,82.733,0,0,0,0,0,1043.68,260.92,0,0,0,0,35.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o7_o22_pcu_sym_233,0,0,0,0,197.97,156.292,41.678,0,0,0,0,0,177.81,0,0,787.458,524.972,0,0.61,0,0,0,5.02,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No22,0,0,0,0,841.622,306.044,229.533,0,0,0,0,354.55,2352.26,0,0,0,0,0,0,0,0,2.948,35.372,0,0,0,0,0,0,0,0,0,0
BUVYIB_FSR,0,0,0,0,589.104,824.746,0,0,0,0,0,0,907.31,0,0,0,0,0,147.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mofHTB_No10,0,0,0,0,10.509,4.204,8.407,0,0,0,0,0,119.455,119.455,0,0,0,0,58.49,0,0,0,767.02,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No4,0,0,0,26.975,134.873,80.924,53.949,0,0,0,0,0,489.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o19_pcu_sym_87,0,0,0,0,994.943,829.119,331.648,0,0,0,0,0,724.979,289.991,0,0,0,164.825,164.825,0,0,0,179.06,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No461,0,0,0,0,543.6,271.8,271.8,0,0,0,0,0,159.386,637.544,0,0,0,184.25,0,0,0,36.842,442.101,147.367,0,0,0,0,874.41,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No158,0,0,0,53.724,698.412,268.62,322.344,0,0,0,0,0,723.88,180.97,0,0,0,0,0,0,0,28.909,361.358,43.363,0,0,0,0,1051.02,0,0,0,0
gmof_AlO6-irmof6_A_No6,0,0,0,0,107.405,64.443,42.962,0,478.37,0,0,0,205.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-ADC_B-irmof20_B_No146,0,0,0,0,348.52,174.26,174.26,0,0,0,0,0,28.282,84.847,0,0,0,153.33,0,0,0,0.272,1.088,0,0,0,0,0,733.72,0,0,0,0
gmof_AlO6-mofHTB_No20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.438,493.752,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No2,0,0,537.99,0,692.022,251.644,188.733,0,0,0,0,0,1927.21,0,0,0,0,0,0,0,0,3.288,39.462,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No91,0,0,575.73,0,243.417,194.733,146.05,0,0,0,0,0,0,365.73,0,0,0,267.67,0,0,0,12.365,148.385,0,0,0,0,0,571.42,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No521,0,0,0,0,432.505,216.252,216.252,0,0,0,0,0,150.833,301.667,0,0,0,0,0,0,0.21,60.932,731.183,487.455,0,0,0,0,735.16,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No341,0,0,0,0,552.76,276.38,276.38,0,0,0,0,366.18,177.21,354.42,0,0,0,0,0,0,0,37.276,447.311,149.104,0,0,0,0,882.78,0,0,0,0
REBLES_FSR,0,0,0,0,632.963,361.693,90.423,0,0,0,0,0,1102.56,137.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No219,0,0,0,0,612.105,235.425,282.51,0,276.47,0,0,0,263.439,351.251,0,0,0,0,0,0,0,37.195,446.336,148.779,0,0,0,0,874.49,0,0,0,0
gmof_AlO6-mofHTB_No11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.38,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o23_o23_sra_sym_5,0,0,0,0,410.664,111.999,74.666,0,0,0,0,0,1452.45,193.66,0,0,0,0,0,0,0,78.315,391.575,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No17,0,0,0,0,92.124,92.124,46.062,0,0,0,0,0,126.887,63.443,0,0,0,0,0,0,0,0,343.94,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No101,0,0,565.69,0,461.79,230.895,230.895,0,0,0,0,0,138.283,276.567,0,0,0,0,0,0,0,29.739,356.866,118.955,0,0,0,0,727.37,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No639,0,0,0,0,578.842,165.383,248.075,0,0,0,0,0,207.656,346.094,0,0,0,0,0,0,0,49.888,748.312,199.55,0,0,0,0,632.416,0,158.104,0,0
boydwoo_str_m3_o2_o21_pcu_sym_10,0,0,0,0,960.19,720.143,240.048,0,957.7,0,0,0,1388.372,396.678,0,0,0,132.185,132.185,0,0,0,143.03,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No581,0,0,0,0,548.595,274.298,274.298,0,0,0,0,0,133.528,400.582,0,0,0,0,0,0,0,52.827,739.583,211.309,0,0,0,0,885.88,0,0,0,0
gmof_AlO6-mof177_No40,0,0,0,0,0,0,0,0,0,0,0,0,76.07,608.56,0,0,0,167.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No30,0,0,0,0,70.578,42.347,14.116,0,677.9,0,0,0,458.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-AZO_A-irmof7_A_No182,0,0,620.93,0,322.267,322.267,80.567,0,720.06,0,0,0,599.63,0,0,0,0,0,155.77,0,0,0,5.39,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No12,0,0,0,0,760.063,276.387,207.29,0,515.88,0,0,0,2138.76,0,0,0,0,0,0,0,0,3.785,45.425,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o17_o28_pcu_sym_149,0,0,0,0,451.699,486.445,208.476,0,0,0,0,1106.29,1090.432,251.638,0,0,0,0,96.5,0,0,0,331.96,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o19_pcu_sym_110,0,0,0,0,799.644,451.973,208.603,0,0,0,0,0,2561.93,0,0,0,0,0,110.97,0,0,0,79.587,39.793,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o18_sra_sym_112,0,0,0,0,921.855,419.025,167.61,0,0,0,0,209.64,1000.978,125.122,0,0,0,0,0,0,0,0.27,1.08,0,0,0,0,0,0,0,0,0,0
WOBHEB_FSR,0,0,0,0,92.655,46.328,46.328,0,0,0,0,0,124.247,248.493,0,0,0,0,0,0,0,0,427.68,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o26_pcu_sym_187,0,0,0,0,628.959,328.153,82.038,0,0,0,0,0,892.172,629.768,0,0,0,257.983,42.997,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o11_o25_pcu_sym_123,0,0,0,0,553.889,409.396,288.985,0,0,0,0,882.05,934.858,350.572,0,0,0,0,0,0,0,76.047,1064.656,76.047,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No5,0,0,0,41.96,83.92,83.92,41.96,0,0,0,0,0,366.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o13_o18_pcu_sym_119,0,0,0,0,1226.756,521.371,184.013,0,0,0,0,0,1962.03,0,0,0,0,0,0,0,0,33.767,405.206,33.767,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o22_pcu_sym_190,0,0,0,0,1142.226,507.656,253.828,0,0,0,0,0,1871.865,207.985,0,0,0,0,0,0,0,0,664.864,166.216,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o16_pcu_sym_121,0,0,0,0,469.145,335.104,89.361,0,0,0,0,0,1019.57,0,0,370.335,123.445,0,0.8,0,0,0,173.976,43.494,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No448,0,0,0,0,615.615,307.808,307.808,0,0,0,0,0,308.12,616.24,0,0,0,416.56,0,0,0,9.468,113.622,0,0,0,0,0,1035.08,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No328,0,0,0,0,617.05,308.525,308.525,0,0,0,0,387.05,325.45,325.45,0,0,0,223.4,0,0,0,9.902,118.818,0,0,0,0,0,1028.89,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No42,0,0,0,0,819.233,234.067,351.1,0,0,0,0,0,537.774,358.516,0,0,0,249.42,0,0,0,10.913,130.957,0,0,0,0,0,1108.66,0,0,0,0
gmof_AlO6-irmof6_A_No7,0,0,0,0,64.164,64.164,32.082,0,410.35,0,0,0,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o19_o21_pcu_sym_18,0,0,0,0,995.452,995.452,663.635,0,0,0,0,0,0,507.88,0,0,0,0,10.98,0,0,0,1639.19,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No326,0,0,0,0,656.64,328.32,328.32,0,0,0,0,190.07,434.333,347.467,0,0,0,239.94,0,0,0,10.948,131.372,0,0,0,0,0,1061,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No206,0,0,0,0,682.646,262.556,315.067,0,278.03,0,0,0,411.667,329.333,0,0,0,223.66,0,0,0,10.16,121.92,0,0,0,0,0,1015.83,0,0,0,0
UFAQOK_FSR,0,0,0,0,153.679,87.817,21.954,137.86,0,0,0,0,612.932,38.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARSUC_FSR,0,0,0,0,1280.063,232.739,232.739,0,0,0,0,0,922.02,0,0,0,0,0,0,0,0,0,13.67,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o14_pcu_sym_178,0,0,470.1,0,374.445,196.138,160.477,0,0,0,0,0,712.132,237.377,0,0,0,0,123.85,0,0,0,875.58,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o11_o15_pcu_sym_16,0,0,0,0,905.525,156.125,437.15,0,0,0,0,0,1141.799,87.831,0,0,0,0,0,0,0,66.146,926.044,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o27_sra_sym_73,0,0,0,0,318.15,360.57,84.84,0,0,0,0,183.37,1033.606,86.134,0,0,0,0,71.32,0,0,10.764,43.057,21.529,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-irmof20_B_No325,0,0,0,41.656,624.837,249.935,166.623,0,0,0,0,0,492.347,246.173,0,0,0,95.11,0,0,0,1.576,6.304,0,0,0,0,0,199.07,0,0,0,0
boydwoo_str_m5_Al_o7_o18_sra_sym_64,0,0,0,0,514.181,280.462,93.487,0,0,0,0,0,788.76,197.19,0,0,0,0,0,0,0,45.686,228.429,45.686,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o11_pcu_sym_35,0,0,0,0,924.845,640.277,284.568,0,1552.79,0,0,0,1187.81,0,0,0,0,0,1.41,0,0,0,212.63,0,0,0,0,0,0,0,0,0,0
core_FUNCAT_freeONLY,0,0,0,0,411.603,253.294,63.323,0,0,0,0,0,623.32,0,0,0,0,0,58.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No12,0,0,0,0,125.495,75.297,50.198,0,0,0,0,0,393.493,157.397,0,0,0,16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-DPAC_A-TED_A_No7,0,0,0,76.626,842.889,306.505,229.879,0,0,0,0,0,2592.81,0,0,0,0,0,0,0,0,3.552,42.628,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-AZO_A-irmof7_A_No510,0,0,0,0,536.208,536.208,214.483,0,0,0,0,0,738.649,1231.081,0,0,0,427.312,256.388,0,0,0,42.15,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No1,0,0,0,0,197.4,65.8,65.8,0,0,0,0,0,666.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-AZO_A-irmof7_A_No470,0,0,0,0,836.168,501.701,250.851,0,0,0,0,0,1544.268,561.552,0,0,0,160.912,241.368,0,0,0,42.76,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No506,0,0,0,0,642.357,247.06,296.473,0,0,0,0,0,395.161,316.129,0,0,0,139.1,0,0,69.55,35.115,421.376,70.229,0,0,0,0,974.69,0,0,0,0
boydwoo_str_m3_o8_o11_pcu_sym_150,0,0,0,0,340.895,431.8,90.905,0,0,0,0,0,1058.385,352.795,0,0,0,0,88.71,0,0,0,731.69,450.27,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No19,0,0,0,0,714.061,544.047,136.012,0,0,0,0,0,465.711,77.619,0,0,0,0,1.78,0,0,0,1057.06,0,0,0,0,0,0,0,19.39,0,0
UFOQEO_FSR,0,0,0,0,636.647,238.743,79.581,0,0,0,0,0,852.32,0,0,0,0,0,176.06,0,0,0,9.88,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No10,0,0,0,0,133.885,80.331,53.554,0,0,0,0,303.06,341.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No13,0,0,0,0,82.58,82.58,41.29,0,0,0,0,0,210.15,210.15,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVJAW_FSR,0,0,0,0,79.1,39.55,39.55,0,0,0,0,0,133.273,266.547,0,0,0,0,0,0,0,0,452.49,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-DPAC_No24,0,0,0,0,239.63,239.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.44,0,0,0,0,0,0,0,9.13,0,0
boydwoo_str_m5_Al_o6_o17_sra_sym_20,0,0,0,108.5,976.5,434,217,0,0,0,0,0,807.76,100.97,0,0,0,0,0,0,0,4.908,19.632,0,0,0,0,0,0,0,0,0,0
tobacco_SR_rtl_v1-3c_pyrrole_Ch_v2-6c_Zr_1_Ch_1TrU_Ch_2x2x2,0,0,0,0,510.925,218.968,218.968,0,0,0,0,0,134.162,737.888,0,0,0,0,0,10.12,0,387.818,283.002,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof6_A_No11,0,0,0,0,97.956,97.956,48.978,0,0,0,0,381.79,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-irmof20_B_No9,0,0,0,0,925.133,231.283,231.283,0,0,0,0,0,277.943,208.457,0,0,0,107.31,0,0,0,3.296,13.184,0,0,0,0,0,347.2,0,0,0,0
gmof_Zn2O8N2-irmof14_A-irmof20_A_No75,0,0,880.11,0,177.681,434.33,78.969,0,0,0,0,0,96.767,48.383,0,0,0,0,1.71,0,0,0,175.32,0,0,0,0,0,313.53,0,0,0,0
boydwoo_str_m5_Al_o18_o28_sra_sym_64,0,0,0,0,401.784,160.714,107.142,0,0,0,0,0,947.102,145.708,0,0,0,0,0.73,0,0,67.35,404.1,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No338,0,0,0,0,690.625,303.875,331.5,0,0,0,0,188.52,515.014,206.006,0,0,0,0,0,0,0,28.033,336.4,56.067,0,0,0,0,1059.12,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No46,0,0,0,0,825.102,235.743,353.615,0,0,0,0,0,622.23,207.41,0,0,0,0,0,0,0,30.006,360.072,60.012,0,0,0,0,1106.41,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No340,0,0,0,0,625.855,312.928,312.928,0,0,0,0,387.57,394.987,197.493,0,0,0,0,0,0,0,26.727,320.728,53.455,0,0,0,0,1024.62,0,0,0,0
gmof_AlO6-mof177_No16,0,0,0,0,9.102,9.102,2.276,0,0,0,0,0,329.104,438.806,0,0,0,262.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No578,0,0,0,0,717.952,276.135,331.363,0,0,0,0,0,449.412,269.647,0,0,0,0,0,0,0,38.8,504.4,77.6,0,0,0,0,1063.52,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No278,0,0,0,0,658.672,188.192,329.336,0,0,0,0,0,482.088,289.252,0,0,0,0,0,0,0,41.806,585.291,83.613,0,0,0,0,959.25,0,0,0,0
boydwoo_str_m3_o8_o12_pcu_sym_225,0,0,0,0,181.208,604.027,120.805,0,0,0,0,2434.5,22.89,0,0,0,0,0,178.5,0,0,0,35.17,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No90,0,0,689.53,0,268.992,215.193,161.395,0,0,0,0,0,111.58,223.16,0,0,0,127.87,0,0,0,13.314,159.766,0,0,0,0,0,704.97,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No520,0,0,0,0,484.655,242.327,242.327,0,0,0,0,0,325.573,162.787,0,0,0,0,0,0,0.39,58.909,706.907,353.454,0,0,0,0,868.2,0,0,0,0
boydwoo_str_m1_o11_o11_pcu_sym_31,0,0,0,0,713.587,356.793,535.19,0,0,0,0,603.5,873.351,97.039,0,0,0,0,0,0,0,54.084,649.011,54.084,0,0,0,0,0,0,0,0,0
core_VOLQOD_freeONLY,0,0,0,0,879.607,293.202,146.601,0,0,0,0,0,1129.19,0,0,0,0,0,0,0,0,13.942,167.308,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No15,0,0,0,0,115.711,69.427,23.142,0,0,0,0,0,536.267,268.133,0,0,0,310.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XESKAJ_FSR,0,0,0,0,52.63,0,0,0,0,0,0,0,313.08,104.36,0,0,0,0,0,0,0,253.942,84.647,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-irmof20_A_No518,0,0,0,0,643.018,247.315,296.777,0,0,0,0,0,478.1,191.24,0,0,0,0,0,0,0.14,46.369,556.433,185.478,0,0,0,0,970.85,0,0,0,0
boydwoo_str_m3_o13_o20_pcu_sym_162,0,0,0,0,481.304,481.304,240.652,0,755.567,377.783,0,0,27.953,13.977,0,0,0,0,3.03,0,0,0,780.07,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-DPAC_A_No10,0,0,0,0,1037.475,414.99,207.495,0,527.63,0,0,0,861.453,95.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
